rank,Name,Img,Page_link,Genres,Percentage,Users,row format,episodes,date,status,Action,Adventure,Drama,Fantasy,Mystery,Slice of Life,Comedy,Sci-Fi,Psychological,Thriller,Romance,Supernatural,Sports,Ecchi,Mecha,Horror,Music,Mahou Shoujo
436,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx82-hMPzHSx8il8Z.png,https://anilist.co/anime/82/Kidou-Senshi-Gundam-0080-Pocket-no-Naka-no-Sensou/,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",78,7441,OVA,6,Spring 1989,Finished,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
437,BanG Dream! 3rd Season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101634-4PSQAU2bw7s3.png,https://anilist.co/anime/101634/BanG-Dream-3rd-Season/,"['Comedy', 'Music', 'Slice of Life']",78,5309,TV Show,13,Winter 2020,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
438,Mahoutsukai no Yome,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98436-n7sK6POCd0XV.png,https://anilist.co/anime/98436/Mahoutsukai-no-Yome/,"['Drama', 'Fantasy', 'Romance', 'Slice of Life']",78,78462,TV Show,24,Fall 2017,Finished,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
439,Meitantei Conan: Ijigen no Sniper,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20546-Wj4XuvzvuBRa.png,https://anilist.co/anime/20546/Meitantei-Conan-Ijigen-no-Sniper/,"['Action', 'Comedy', 'Mystery']",78,3942,Movie,1,Spring 2014,Finished,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
440,Kimi ni Todoke 2nd Season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b9656-aYWX1S4Uvtwp.jpg,https://anilist.co/anime/9656/Kimi-ni-Todoke-2nd-Season/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",78,33818,TV Show,12,Winter 2011,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
441,Kuragehime,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx8129-VasAsXbiixR1.jpg,https://anilist.co/anime/8129/Kuragehime/,"['Comedy', 'Romance', 'Slice of Life']",78,22418,TV Show,11,Fall 2010,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
442,Kara no Kyoukai: Tsuukaku Zanryuu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3783-yjBXzr1aQgQf.jpg,https://anilist.co/anime/3783/Kara-no-Kyoukai-Tsuukaku-Zanryuu/,"['Action', 'Drama', 'Mystery', 'Supernatural', 'Thriller']",78,26329,Movie,58,Winter 2008,Finished,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
443,Black Lagoon,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx889-Wf4GZRnHv6Dp.png,https://anilist.co/anime/889/Black-Lagoon/,"['Action', 'Adventure', 'Drama', 'Thriller']",78,71467,TV Show,12,Spring 2006,Finished,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
444,FLCL,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx227-kxQ3PDHrrqp5.jpg,https://anilist.co/anime/227/FLCL/,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",78,69241,OVA,6,Spring 2000,Finished,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
445,Mahou Shoujo Lyrical Nanoha A's,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx77-SwBCj7R1enWi.png,https://anilist.co/anime/77/Mahou-Shoujo-Lyrical-Nanoha-As/,"['Action', 'Comedy', 'Drama', 'Mahou Shoujo']",78,8023,TV Show,13,Fall 2005,Finished,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
446,Enen no Shouboutai: Ni no Shou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114236-lSQF4ljWQXdU.jpg,https://anilist.co/anime/114236/Enen-no-Shouboutai-Ni-no-Shou/,"['Action', 'Comedy', 'Drama', 'Supernatural']",78,70646,TV Show,24,Airing,Ep 21 airing in 2 days,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
447,Kekkai Sensen & BEYOND,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx97886-iArtYIxZzGcR.jpg,https://anilist.co/anime/97886/Kekkai-Sensen--BEYOND/,"['Action', 'Comedy', 'Supernatural']",78,41830,TV Show,12,Fall 2017,Finished,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
448,Yuri!!! on Ice,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21709-yA9pmWiUJrQZ.png,https://anilist.co/anime/21709/Yuri-on-Ice/,"['Comedy', 'Drama', 'Sports']",78,75234,TV Show,12,Fall 2016,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
449,Kamisama Hajimemashita,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx14713-RyZ7bA7CdvGw.jpg,https://anilist.co/anime/14713/Kamisama-Hajimemashita/,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",78,42650,TV Show,13,Fall 2012,Finished,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
450,Ookiku Furikabutte: Natsu no Taikai-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7720-C0Y3tuXIbCAL.jpg,https://anilist.co/anime/7720/Ookiku-Furikabutte-Natsu-no-Taikaihen/,"['Comedy', 'Sports']",78,4609,TV Show,13,Spring 2010,Finished,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
451,Tokyo Magnitude 8.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6211-zEiy59tYZb9o.png,https://anilist.co/anime/6211/Tokyo-Magnitude-80/,['Drama'],78,33339,TV Show,11,Summer 2009,Finished,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Kimi ni Todoke,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n6045-BKrgddRPrj1o.jpg,https://anilist.co/anime/6045/Kimi-ni-Todoke/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",78,64010,TV Show,25,Fall 2009,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
453,ef: A Tale of Melodies.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx4789-zpt5UsK70dJh.png,https://anilist.co/anime/4789/ef-A-Tale-of-Melodies/,"['Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",78,16597,TV Show,12,Fall 2008,Finished,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
454,Evangelion Shin Movie: Jo,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2759-z07kq8Pnw5B1.jpg,https://anilist.co/anime/2759/Evangelion-Shin-Movie-Jo/,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",78,42006,Movie,1,Fall 2007,Finished,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
455,Koukyoushihen Eureka Seven,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx237-P1YEQQFqZ1An.jpg,https://anilist.co/anime/237/Koukyoushihen-Eureka-Seven/,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",78,40137,TV Show,50,Spring 2005,Finished,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
456,Golden Kamuy 3,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110355-yXOXm5tr8kgr.png,https://anilist.co/anime/110355/Golden-Kamuy-3/,"['Action', 'Adventure']",78,10107,TV Show,12,Airing,Ep 8 airing in 5 days,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Gakuen Babysitters,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98503-oUCGDkv2osNK.jpg,https://anilist.co/anime/98503/Gakuen-Babysitters/,"['Comedy', 'Slice of Life']",78,25421,TV Show,12,Winter 2018,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
458,One Piece Film Gold,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21335-XsXdE0AeOkkZ.jpg,https://anilist.co/anime/21335/One-Piece-Film-Gold/,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",78,14387,Movie,2,Summer 2016,Finished,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,Kotonoha no Niwa,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16782-dqDr6BKNHs4i.png,https://anilist.co/anime/16782/Kotonoha-no-Niwa/,"['Drama', 'Psychological', 'Romance', 'Slice of Life']",78,78595,Movie,46,Spring 2013,Finished,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
460,Hanasaku Iroha: Home Sweet Home,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx14175-hgHwxgRcMYij.png,https://anilist.co/anime/14175/Hanasaku-Iroha-Home-Sweet-Home/,"['Comedy', 'Drama', 'Slice of Life']",78,11282,Movie,1,Spring 2013,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
461,Sakasama no Patema,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx12477-KtZm8BuvrPYo.jpg,https://anilist.co/anime/12477/Sakasama-no-Patema/,"['Adventure', 'Romance', 'Sci-Fi']",78,30807,Movie,1,Fall 2013,Finished,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
462,Hajime no Ippo Special,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12069-8iXSMYNyflIV.jpg,https://anilist.co/anime/12069/Hajime-no-Ippo-Special/,"['Comedy', 'Drama', 'Sports']",78,5240,Special,1,Spring 2003,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
463,Gosick,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx8425-Bn14ayPjnq9o.jpg,https://anilist.co/anime/8425/Gosick/,"['Drama', 'Mystery', 'Romance']",78,47180,TV Show,24,Winter 2011,Finished,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
464,ARIA The ORIGINATION: Sono Choppiri Himitsu no Basho ni...,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx4772-ybpWwYAbFfVo.png,https://anilist.co/anime/4772/ARIA-The-ORIGINATION-Sono-Choppiri-Himitsu-no-Basho-ni/,"['Comedy', 'Fantasy', 'Sci-Fi', 'Slice of Life']",78,3653,Special,1,Summer 2008,Finished,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
465,Gake no Ue no Ponyo,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2890-wcNtFr6aUYOR.jpg,https://anilist.co/anime/2890/Gake-no-Ue-no-Ponyo/,"['Adventure', 'Fantasy']",78,44701,Movie,1,Summer 2008,Finished,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Romeo no Aoi Sora,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/2559-IYAjUXXmFJjw.png,https://anilist.co/anime/2559/Romeo-no-Aoi-Sora/,"['Adventure', 'Drama', 'Romance', 'Slice of Life']",78,4948,TV Show,33,Winter 1995,Finished,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
467,Hikaru no Go,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx135-WVdzBVMBic3b.jpg,https://anilist.co/anime/135/Hikaru-no-Go/,"['Comedy', 'Sports', 'Supernatural']",78,11124,TV Show,75,2001 - 2003,Finished,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108268-eRkvln6eoChs.jpg,https://anilist.co/anime/108268/Honzuki-no-Gekokujou-Shisho-ni-Naru-Tame-ni-wa-Shudan-wo-Erandeiraremasen/,"['Fantasy', 'Slice of Life']",78,24877,TV Show,14,Fall 2019,Finished,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
469,DEVILMAN crybaby,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx98460-WTidxsFZrHfv.jpg,https://anilist.co/anime/98460/DEVILMAN-crybaby/,"['Action', 'Drama', 'Horror', 'Psychological', 'Supernatural']",78,92788,ONA,10,Winter 2018,Finished,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
470,ARIA The AVVENIRE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21043-nkFhFISXKXHR.png,https://anilist.co/anime/21043/ARIA-The-AVVENIRE/,"['Fantasy', 'Sci-Fi', 'Slice of Life']",78,4946,Special,3,Winter 2015,Finished,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
471,Hanasaku Iroha,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx9289-2Y14iZ2pMqeX.jpg,https://anilist.co/anime/9289/Hanasaku-Iroha/,"['Comedy', 'Drama', 'Slice of Life']",78,36743,TV Show,26,Spring 2011,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
472,Meitantei Conan: Ginyoku no Magician,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1367.jpg,https://anilist.co/anime/1367/Meitantei-Conan-Ginyoku-no-Magician/,"['Adventure', 'Mystery']",78,4886,Movie,1,Spring 2004,Finished,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Meitantei Conan: Tengoku e no Count Down,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b1364-o3fX41WnE9Di.jpg,https://anilist.co/anime/1364/Meitantei-Conan-Tengoku-e-no-Count-Down/,['Mystery'],78,5312,Movie,1,Spring 2001,Finished,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Full Metal Panic? Fumoffu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx72-dalTPVFKaOuZ.png,https://anilist.co/anime/72/Full-Metal-Panic-Fumoffu/,"['Action', 'Comedy', 'Romance']",78,22032,TV Show,12,Summer 2003,Finished,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
475,Kokoro Connect: Michi Random,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16001-XLc5ZdWeM3fp.png,https://anilist.co/anime/16001/Kokoro-Connect-Michi-Random/,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",77,29360,OVA,4,Fall 2012,Finished,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
476,Carnival Phantasm,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10012-MNLVctKXaIAf.jpg,https://anilist.co/anime/10012/Carnival-Phantasm/,"['Comedy', 'Supernatural']",77,25488,OVA,12,Summer 2011,Finished,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
477,Skip Beat!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx4722-haxa25k1oSxU.png,https://anilist.co/anime/4722/Skip-Beat/,"['Comedy', 'Drama', 'Romance']",77,16913,TV Show,25,Fall 2008,Finished,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
478,Kidou Senshi Gundam 00 2nd Season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3927-v6ZS8FN90QRC.jpg,https://anilist.co/anime/3927/Kidou-Senshi-Gundam-00-2nd-Season/,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",77,12264,TV Show,25,Fall 2008,Finished,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
479,Hidamari Sketch x 365,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3604-kQzUwfzAcgTF.png,https://anilist.co/anime/3604/Hidamari-Sketch-x-365/,"['Comedy', 'Slice of Life']",77,5535,TV Show,13,Summer 2008,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
480,School Rumble Ni Gakki,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx846-R6CNyX3iSL7D.png,https://anilist.co/anime/846/School-Rumble-Ni-Gakki/,"['Comedy', 'Romance']",77,12128,TV Show,26,Spring 2006,Finished,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
481,Kurenai no Buta,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx416-vErUcQ5v7rjo.jpg,https://anilist.co/anime/416/Kurenai-no-Buta/,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']",77,21205,Movie,1,Summer 1992,Finished,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
482,Fugou Keiji: Balance:UNLIMITED,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114888-lgecUF3O1AWS.png,https://anilist.co/anime/114888/Fugou-Keiji-BalanceUNLIMITED/,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']",77,51298,TV Show,11,Spring 2020,Finished,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
483,PSYCHO-PASS 3: First Inspector,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113917-lmW1flyIYU78.png,https://anilist.co/anime/113917/PSYCHOPASS-3-First-Inspector/,"['Action', 'Psychological', 'Sci-Fi', 'Thriller']",77,8514,Movie,2,Spring 2020,Finished,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
484,Fate/Grand Order: Zettai Majuu Sensen Babylonia,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx103275-SN0wwshS3tWA.jpg,https://anilist.co/anime/103275/FateGrand-Order-Zettai-Majuu-Sensen-Babylonia/,"['Action', 'Adventure', 'Fantasy']",77,27387,TV Show,21,Fall 2019,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Code Geass: Hangyaku no Lelouch III - Oudou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101813-ckCNyMkU2Kkc.png,https://anilist.co/anime/101813/Code-Geass-Hangyaku-no-Lelouch-III--Oudou/,"['Action', 'Mecha', 'Psychological', 'Sci-Fi', 'Supernatural']",77,9757,Movie,2,Spring 2018,Finished,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
486,Emiya-san Chi no Kyou no Gohan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100855-r8cXwdCschnX.jpg,https://anilist.co/anime/100855/Emiyasan-Chi-no-Kyou-no-Gohan/,"['Comedy', 'Slice of Life', 'Supernatural']",77,18843,ONA,13,2017 - 2019,Finished,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
487,Code Geass: Fukkatsu no Lelouch,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx97880-sZWHViJfrvXm.jpg,https://anilist.co/anime/97880/Code-Geass-Fukkatsu-no-Lelouch/,"['Action', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Supernatural']",77,33501,Movie,1,Winter 2019,Finished,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
488,Youjo Senki,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21613-uh46F6TNGbNf.png,https://anilist.co/anime/21613/Youjo-Senki/,"['Action', 'Fantasy']",77,80886,TV Show,12,Winter 2017,Finished,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Tanaka-kun wa Itsumo Kedaruge,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21495-Xn1lHxRKDBXW.png,https://anilist.co/anime/21495/Tanakakun-wa-Itsumo-Kedaruge/,"['Comedy', 'Slice of Life']",77,44916,TV Show,12,Spring 2016,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
490,Magi: Sinbad no Bouken,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21394-yauvzIHGAoZv.jpg,https://anilist.co/anime/21394/Magi-Sinbad-no-Bouken/,"['Action', 'Adventure', 'Fantasy']",77,40833,TV Show,13,Spring 2016,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Kokoro ga Sakebitagatterun da.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20968-0zFVsoFUYjeh.jpg,https://anilist.co/anime/20968/Kokoro-ga-Sakebitagatterun-da/,"['Drama', 'Music', 'Romance', 'Slice of Life']",77,35484,Movie,1,Summer 2015,Finished,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
492,Log Horizon,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx17265-95SA9keO8Jtv.jpg,https://anilist.co/anime/17265/Log-Horizon/,"['Action', 'Adventure', 'Fantasy']",77,91173,TV Show,25,Fall 2013,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Meitantei Conan: Tenkuu no Lost Ship,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6467-Vp78pTdr6h51.jpg,https://anilist.co/anime/6467/Meitantei-Conan-Tenkuu-no-Lost-Ship/,"['Action', 'Mystery']",77,4701,Movie,1,Spring 2010,Finished,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Slayers Next,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx535-xCRCSK8YG89S.png,https://anilist.co/anime/535/Slayers-Next/,"['Adventure', 'Comedy', 'Fantasy']",77,5676,TV Show,26,Spring 1996,Finished,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
495,ID: INVADED,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110350-uchN78wglmhN.png,https://anilist.co/anime/110350/ID-INVADED/,"['Drama', 'Mystery', 'Psychological', 'Sci-Fi']",77,36693,TV Show,13,Winter 2020,Finished,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
496,Love Live! The School Idol Movie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20766-9A9Z6hawqdLe.png,https://anilist.co/anime/20766/Love-Live-The-School-Idol-Movie/,"['Music', 'Slice of Life']",77,18845,Movie,1,Spring 2015,Finished,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
497,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx19123-leET1CrSJknT.jpg,https://anilist.co/anime/19123/One-Piece-Episode-of-Merry--Mou-Hitori-no-Nakama-no-Monogatari/,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",77,4984,Special,1,Summer 2013,Finished,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
498,Uchouten Kazoku,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx17909-BXyd04Lj8F6M.jpg,https://anilist.co/anime/17909/Uchouten-Kazoku/,"['Comedy', 'Drama', 'Fantasy', 'Slice of Life']",77,24675,TV Show,13,Summer 2013,Finished,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
499,Kami nomi zo Shiru Sekai II,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10080-KdDI4cgYn3pq.jpg,https://anilist.co/anime/10080/Kami-nomi-zo-Shiru-Sekai-II/,"['Comedy', 'Romance', 'Supernatural']",77,38397,TV Show,12,Spring 2011,Finished,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
500,K-ON!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5680-Xh6B67KuZ2PU.png,https://anilist.co/anime/5680/KON/,"['Comedy', 'Music', 'Slice of Life']",77,95538,TV Show,13,Spring 2009,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
501,Tsubasa: Shunraiki,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/4938.jpg,https://anilist.co/anime/4938/Tsubasa-Shunraiki/,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",77,4908,OVA,2,Spring 2009,Finished,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Clannad,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2167-GNYaoI8DTcx4.png,https://anilist.co/anime/2167/Clannad/,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",77,109745,TV Show,23,Fall 2007,Finished,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
503,Shijou Saikyou no Deshi Kenichi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1559-7ZlyZxtBNo8g.jpg,https://anilist.co/anime/1559/Shijou-Saikyou-no-Deshi-Kenichi/,"['Action', 'Comedy']",77,20329,TV Show,50,Fall 2006,Finished,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,Tian Guan Ci Fu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113260-z7zi4B06SVeB.png,https://anilist.co/anime/113260/Tian-Guan-Ci-Fu/,"['Drama', 'Fantasy']",77,2346,ONA,11,Airing,Ep 5 airing in 2 days,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Kingdom 3,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113108-ArjAmFLubVyu.jpg,https://anilist.co/anime/113108/Kingdom-3/,['Action'],77,4482,TV Show,[],Airing,Releasing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Hibike! Euphonium Movie: Chikai no Finale,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101992-VZSoKfiRXscs.jpg,https://anilist.co/anime/101992/Hibike-Euphonium-Movie-Chikai-no-Finale/,"['Drama', 'Music', 'Slice of Life']",77,10054,Movie,1,Spring 2019,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
507,Overlord III,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101474-XxEnwSLw29Q9.jpg,https://anilist.co/anime/101474/Overlord-III/,"['Action', 'Adventure', 'Fantasy']",77,72070,TV Show,13,Summer 2018,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Tate no Yuusha no Nariagari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx99263-SJSk5d6mhQZO.jpg,https://anilist.co/anime/99263/Tate-no-Yuusha-no-Nariagari/,"['Action', 'Adventure', 'Fantasy']",77,123103,TV Show,25,Winter 2019,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Haikyuu!!: vs. Akaten,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21348-IZvxjob7nMH1.jpg,https://anilist.co/anime/21348/Haikyuu-vs-Akaten/,"['Comedy', 'Drama', 'Sports']",77,10766,Special,1,Fall 2015,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
510,Kidou Senshi Gundam: Tekketsu no Orphans,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21268-6dKrz26PPUvk.jpg,https://anilist.co/anime/21268/Kidou-Senshi-Gundam-Tekketsu-no-Orphans/,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",77,23010,TV Show,25,Fall 2015,Finished,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
